,Sentence,encoded_label
3766,아니 아직 안했어. 선물오면 같이 자랑해야지.,5
3767,남자 친구가 나에게 다른 남자가 생겼다고 생각하는 것 같아.,2
3768,신고는 어디다 하는지를 가르쳐 줘야죠,1
3769,나는 헤어진 애인을 잊을 수가 없는데 그는 나를 잊은 것 같아.,3
3770,그냥 제가 제 슬픔을 만들어서 절 가두는 것 같아요,3
3771,내가 친구들한테 맞고 쓰러져서 울고 있는 데도 아무도 나한테 괜찮냐고 묻는 사람이 없었어. 정말 비참해.,3
3772,스키? 텔레비전에서 봤어. 그런데 그건 눈이 와야 되잖아. 50일 안에 눈이 안 올것 같은데.,4
3773,딸이 갑자기 학교를 그만 다니겠다고 해서 충격적이야.,3
3774,노후를 대비해 작은 가게를 내고 아내와 아들더러 운영하게 했는데 가게가 잘 되어서 만족스러워.,5
3775,아직은 힘들어하시네.,3
3776,문재인 대통령 만들기 점점 힘을 읽어 가니 똥줄이 타겠어 ㅋㅋㅋ,6
3777,댓글에 사이코패스가 많은듯하다,1
3778,난 죽으면 장례식을 성대하게 치를 거야.,0
3779,오늘 버스에서 하차 버튼을 잘못 눌러서 한 정거장 앞인데도 그냥 내렸어. 누가 이상하게 생각할까 봐.,0
3780,아니 저기 그게요... ,4
3781,왜 그러긴. 음식물 쓰레기가 썩어서 그런 거야.,6
3782,아무리 협찬받고 디씨받아도 씀씀이가 크면 구멍은 나게 마련이지.,4
3783,마라톤 대회를 출전했는데 내 기존 기록보다 훨씬 좋은 기록을 세웠어!,5
3784,어. 그렇게 이야기해주니까 훨씬 기분이 좋아졌어.,4
3785,이건 뭔가요!!!!,0
3786,"그래, 그렇겠지. 뭐 조금은……",4
3787,그러니까 내 말은 나이가 작은 사람을 나중에 하자 이 말이지. 그래야 조금이라도 더 살 수 있고 그래야 공평하잖아. ,3
3788,그래. 고마워. 한번 해보고 이야기 해줄게.,5
3789,알았어. 내일 친구들 만나면 약속 해볼게.,5
3790,응. 있어.,4
3791,아까는 엄청 많이 놀랐는데 지금은 마음이 진정됐어.,0
3792,친한 친구들이 나를 따돌려.,0
3793,그럼 어떡해요? 싱싱한 물건을 떼려면 일찍부터 다리품을 팔아야 한다는데....,4
3794,고기 재워둔거 있는데 안 먹어도 돼? 너 좋아하는 불고기 해뒀어.,4
3795,네..좀..,4
3796,집에 있는 건 괜찮아. 하지만 미래가 걱정 돼.,3
3797,겉모습 말고. 반대로 생각해봐. 중학생인 네 시점에서 초등학생은 애기로 보이잖아. 성인남성에게 중학생은 너무 어리지.,4
3798,은퇴하고 사고 싶은 땅이 있는데 지금 가진 돈보다 비싸서 대출을 해야 할 지 고민 중이야.,1
3799,"아, 있잖아.",4
3800,되는 일도 하나 없고 뭣 하러 이렇게 노력해야 하나 싶어.,3
3801,지난 주 병원에서 건강검진을 받았는데 문제가 있을까 봐 많이 걱정돼.,2
3802,치료는 잘 받고 있어?,4
3803,그게 무슨.. ,4
3804,내 친구들 모두 취직했는데 나만 백수여서 슬퍼.,0
3805,아침에 의사 선생님 표정을 보니 더 이상 가망이 없나 봐. 이젠 포기해야 하나 싶네. ,3
3806,갑자기 지진이 와가지고.,2
3807,까분다 또. ,4
3808,나이도 먹올 만큼 먹은 여자가 해가 중천에 떠있율 때부터 이상한 말하는 거 아냐. 목소리만 들으면 너 엄청 이상해.,4
3809,"얼른 들어가자, 꿀물이라도 타 줄테니까 마시고 얼른 쉬어.",4
3810,그래도 버스 노선은 안 잊어버려.,4
3811,그 친구는 그 회사에 다닐 거래?,4
3812,분명 상사가 시키는 대로 일을 했는데 업무를 잘못했다면서 혼이 났어.,1
3813,그렇죠? 술 취해서 죽으면 보험금이 나오는 거죠?,4
3814,"한 명 뽑는 거였는데, 그게 바로 내가 된 거야.",5
3815, 그 넘치는 감동이란 말로 표현 못하죠.,5
3816,책을 좀 빌리고 싶은데 어떻게 해야 되나요?,4
3817,점심을 제대로 먹지 못해서 배가 고프군.,0
3818,무슨 스카이라운지 같죠?,4
3819,동생이 풀었던 문제를 풀지 못한 내가 너무 한심해.,0
3820,요즘 사람들을 만나는 것이 두렵고 겁이 나.,2
3821,"좋다마다요. 벌써 곱게 자라서 그런지 얼굴에 귀티가 흐르잖아요. 똑똑해 보이고, 그 웃을 때 보세요 얼마나 상냥해보여요?",5
3822,그래서 저는 집 와서도 계속 뭔가 예의없는 이미지 심어진 것 같고 걱정되네요...ㅠㅠ,3
3823,작년 12월이니까 벌써 두 달이 되어가네.,3
3824,"아니, 다 먹어서 이제 없어.",3
3825,노후자금을 펑펑 쓰던 친구가 병에 걸려 나에게 돈을 빌려 달라고 해서 한심해.,0
3826,배달왔어? ,4
3827,괜찮으셔. 하지만 병원에 며칠 계셔야 한대.,2
3828,나 지금 완전히 멘붕이야.,3
3829,학교 선배들에게 맞아 얼굴이 찢어졌는데 학교는 쉬쉬해서 너무 억울하고 슬퍼.,3
3830,토목이나 건축학과 교재는 거의 다 일본 원서 번역한거 아닌가,4
3831,친구를 만나기로 약속을 해서 친구를 기다리는데 친구가 아직도 안 와!,1
3832,그네 순실 거기에 하나만 더있었어도 번식가능했단 이야기 아냐,1
3833,무...무슨 일인지는 모르지만...이건 좀 놓고...,0
3834,알겠어. 내 얘기 들어줘서 고마워.,4
3835,질병 보험금을 백 퍼센트 보장받아서 기뻐.,5
3836,고의적 국가적손실이나 국가횡령 앞잡이 자식들 대대손손 전자발찌 채워야됨,1
3837,어쩌다 미국이 이렇게 . ......,0
3838,어. 출출할텐데 좀 먹어.,4
3839,아이를 낳고 일 년간 육아휴직을 했는데 직무에 대한 익숙함을 잃었어. 예전의 나와 비교돼서 슬프고 후회돼.,3
3840,사진은 싸우는거같은데 장난치는거라니...,6
3841,님들 나 어뜨캄 ㅠㅠ,3
3842,아~~ 그거요... 당연히 팔렸죠!!,4
3843,친구 놈이 준 홍삼 진액을 먹고 배가 아파서 유통기한을 봤더니 글쎄 두 달이나 지난 거였어.,3
3844,"응, 슬프면 나도 눈물이 나. 맑은 날 비가 오면 내가 슬퍼서 우는 거야.",4
3845,시간이 지나면 내가 가지고 있는 주식도 오를 가능성이 있겠지?,3
3846, 왜 서운한게 없을까요?,3
3847,어서 오시게,5
3848,빨리 가. ,4
3849,"글쎄, 좋아하지 않을까?",4
3850,오래됐지만 기숙사비는 싸. 식비도 별도니까 자기 나름대로 절약도 할 수 있어. 난 고양이 식비를 더해도 특별 기숙사에 온 후의 생활비가 더 싸게 먹히거든. 여자는 빈방도 있으니까.,4
3851,3년 전에 친구 사이로 만나서 서로 사랑하는 사람으로 발전되었지.,3
3852,담화 수준 좀 보소...,0
3853,학교폭력을 당하고 있어. 아무도 나를 도와주지 않아서 너무 슬프고 우울해.,3
3854,지가 힘든게 뭐있다고 ㅉㅉ,6
3855,아까는 해피가 막 달려나가서 사람들을 물까봐 가슴이 조마조마했는데 지금은 마음이 진정됐어.,0
3856,미안하다만 네 동생한테 내 시간을 내줄 이유는…….,4
3857,올해 들어 아내와의 관계가 많이 소원해진 것 같아 기분이 별로야.,0
3858,눈알을 빼는 범죄가 생길까,4
3859,단순한 반주에 수지 목소리 들어간 곡 몇개면 충분해 목소리가 넘나 이쁘니깐,5
3860,솔직하게.,3
3861,요즘 내 삶이 얼마 안 남았다고 느끼는데 연락이 뜸했던 자녀들이 연락을 자주 해.,2
3862,휴식이구만 휴식이야,4
3863,원래 그런 부활동이거든.,4
3864,저게-!,4
3865,"그러니까 인마, 소개팅 나가서 “저... 사실은... 입양아예요”, 그러지 좀 마. 한국 사람들 그런 거 안 좋아해. ",4
3866,사이가 안 좋았던 친구가 좋은 직장의 면접을 앞두고 있대. 합격 못했으면 좋겠어.,1
3867,게시 벌넘들,1
3868,"야, 그런데 이 시간에 나가도 되는거야? 조금 있으면 자정인데…",0
3869,우리 아빠는 만능 엔지니어야! 고장 난 물건을 뚝딱 뚝딱 순식간에 고쳐 주신다니까?,5
3870,우왁!,0
3871,최순실 청와대 대장이 외교까지 진두지휘했나보네.,1
3872,지금은 좀 괜찮아진 것 같아. 그런데 계속 이렇게 지진이 일어나면 어떡하지? 무서워서 못 살겠어!,2
3873,아이가 요즘 부쩍 대들어. 스트레스가 쌓여서 힘들어.,2
3874,"그래, 내가 긴장 풀리게 뽀글이물 한잔 뽑아올 테니까 여기서 기다려. 학생 아닌거 절대 티내면 안돼.",4
3875,한일양국에서 동시에 여성살해사건이....,2
3876,잠깐 머리 좀 식혀야지. 그래서 너한테 잠깐 틈 내서 연락하는 거야. 고마워.,5
3877,참..말 안 듣는다. ,4
3878,내 가장 소중한 일부가 네 안에 있어. 다치지 않게 소중하게 여겨준다고 약속해.,4
3879,전입생 추가시험 공부 좀 봐줘. 합격점을 받을 때까지 너도 여름방학은 보류니까 열심히 해.,4
3880,그런 것 같긴 한데 하는 일도 잘 되지도 않고.,3
3881,저는 그런 얘기 못 들었어요. 언제 떠나는데요?,0
3882,난 아무래도 영화를 봐야되겠어.,1
3883,삐빅 홍어들이 몰려와 깽판칠 기사 입니다,4
3884,"어!? 아니, 그건 그, 그래! 뭔가 느껴졌단 말야! 압력이라고나 할까, 한기라고나 할까……",4
3885,20일 날 새벽 2시경에 어디에 계셨습니까?,4
3886,두발에 힘을 주고 페달을 밟아요.,4
3887,내대신 누가 욕좀해줘..,6
3888,그걸 어떻게 알죠? ,0
3889,작은 기업에 취직한 게 부끄러워.,0
3890,동서. 무슨 말을 그렇게 해.,4
3891,그래 오늘 진짜 이야기 할 거야.,6
3892,요즘 마음이 좀 심란해.,2
3893,너희들은 존재자체가 불쾌야 역겨운세끼들아,1
3894,그건 기자생각일 뿐~~~~#,6
3895,속이 안 좋은데 회사에서 회식을 가자고 해서 억지로 가서 술을 마셨어. 위가 너무 아파서 짜증 나.,1
3896,당연히 날 위로해 줄 거라고 믿었던 친구가 다른 애들과 함께 나를 손가락질 하고 있었어.,3
3897,제가 갔다 올게요. 제 일이니까. 선생님은 여기 계세요.,4
3898,덕분에 새댁이 헤매지 않을 수 있게 되었어요 ^^,5
3899,너가 추천한 곳이면 믿고 가서 먹을 수 있지. 알려줘서 고마워!,4
3900,가뜩이나 일이 많아서 요즘 퇴근도 늦고 툭하면 야근인데. 이렇게 하면은 정말 다니고 싶지 않아.,6
3901,"아, 혹시 돈이 너무 적은가? 돈이 진짜 적어요? 좀 올려줄까요?",4
3902,저번엔 인사하라면서요.,4
3903,"다치진 않았는데, 무서워서 진짜 잠도 안 오더라. 지진이 진짜 심하게 일어났었거든.",2
3904,코로나 때문에 맨날 집에만 있어서 우울해.,3
3905,예.. ,4
3906,갑자기 지진이 나가지고 나는 괜찮은데 친구가 발목 좀 접질렸어.,2
3907,중학교 때 만난 친구가 나에겐 제일 편안한 친구야.,5
3908,다시 또 여행하자. 다음은 겨울이 될까?,4
3909,어. 지금 바로 해보려고.,3
3910,도 모자라서 유기견 안락사 시킨대.,4
3911,반에서 내가 관심 없던 남자애가 나한테 고백을 했어. 너무 당황스러워.,0
3912,직장을 그만두고 싶어. 사회생활이 이렇게 힘들 줄 몰랐어.,3
3913,어디서 나왔냐 기자양반,0
3914,군대가야지 .....,4
3915,역시 연아 누님은 넘사벽이에요.,5
3916,요즘 기분이 좋아.,5
3917, 세븐틴되고 두번째로 맞이하는 생일 너무 축하해요,5
3918,남자가 그 정도도 이해 못해? 날 사랑하기나 한 거니?,1
3919,인터뷰 잘봤어요 더킹.,5
3920,대부분이 그렇더라고. 정말 화가 나고 너무 속상했어.,1
3921,응. 그 동안의 노력을 보상 받는 거 같아서 너무 행복했어.,5
3922,근데 실력이 없어서...예능밖에 못 할듯..,3
3923,이번에 새로 입사한 직원의 사수가 됐는데 그 직원이 나보다 훨씬 경력도 나이도 많아서 좀 조심스러워.,2
3924,청소하기 힘들어도 내가 벌인 일이니까 얼른 처리해야지.,6
3925,완전 떨어졌어.,3
3926,피티클럽 아줌마들 이번 대회에서 많이 떨어졌는데 나는 넉넉하게 들어왔어.,5
3927,국방비리도 많은데 S8폭발하면 폐기하지말고 북한에 던져버려,1
3928,"뭐, 그렇게 말하면 할 말이 없지만요.",4
3929,롯데월드 남산타워 말고는 어디서 뭘해야할지도 잘 모르겠고.;;,2
3930,알겠어. 걱정해줘서 고마워!,5
3931,오늘 시험점수가 나왔는데 내 성적이 너무 부끄러워서 친구들한테 말을 못 했어.,0
3932,왕복3번이요ㅠㅠ,3
3933,그건 이중플레이 아닌가?,4
3934,지장은 없으신 거 같애. 근데 술을 너무 많이 드셔. 지쳐간다.,1
3935,자존심이 가장 중요하다고 했던 너는 결국 나보단 너의 그 자존심이 더 중요했나보다...,6
3936,어제 여자 친구가 이제 그만 만나자고 했어.,0
3937,무슨 일 있어요? 기분이 안 좋은 것 같네요.,4
3938,어제 서류작성을 하다가 과장님께 지적을 받아서 속상해.,3
3939,동물 학대하는 사람에 관한 뉴스를 보았어. 화가 나는 정도가 아니라 분노의 감정이 생기네.,1
3940,나는 요즘 살고 싶지 않아.,3
3941,후쿠시마 쌀이나 쳐묵어.,6
3942,사기를 당했어.,3
3943,충격이야. 아내가 나 몰래 다른 남자와 문자를 계속 주고받고 있었어.,3
3944,"아유. 꿈이었구나. 아유,",4
3945,평소에는 예의바르고 매너 있는 남자친구가 화나면 폭력적으로 변해서 실망스러워.,3
3946,"아, 드디어 배터리 다 됐어.",4
3947,국내버전으로 보고 싶은데 못보다니 아쉽네요 ㅠ,3
3948,제대로 하는게없는 정부,6
3949,개돼지들 말 너무 듣지말구 너가반성하구 잘해라 앞으로 조심,6
3950,연애하는 거 너무 번거로워.,1
3951,밖을 내다봤는데 집 주변까지 물이 차올라서 밖으로 나갈 수가 없어.,2
3952,아이구 그러셔요. 변호사님??!!,1
3953,집주인이 허락도 없이 내 집을 자꾸 들락날락거려.,1
3954,"어, 좀 됐네, 되기는.",4
3955,만나면 매일 투정만 부리는 친구 때문에 스트레스받아.,1
3956,아..오늘은 좀 피곤해서. 내일 갈까요? ,4
3957,"둘이 잘 안됐으면 다행이라고 생각해야 정상인가? 근데 왜 기분이 그지같지..? 에이 씨, 몰라~",3
3958,들어가세요.,4
3959,"아, 그 양반.. 야, 죄지은 놈이 죄인이냐. 죄짓고 걸린 놈이 죄인이지. ",3
3960,나 요즘 죄책감이 들어.,0
3961,무서운 걸 어떡해요.,4
3962,며칠 전부터 별로 친하지도 않은 친척이 계속 전화를 해서는 이것저것 캐묻더라.,1
3963,뺑소니 자수하면... 몇 년 형이냐?,4
3964,밤을 새우며 이력서를 작성했는데 파일이 날아가 버려서 좌절스러워.,1
3965,뭔가 썩고 있나봐.,6
3966,약속 있어서 친구 기다리고 있는데 아직 안 왔어. ,6
3967,최종 발표를 마쳤으니까 이제 완전히 끝난거야! 마음이 홀가분해.,5
3968,같이 가. 내가 데려다 줄게. ,4
3969,학교에서 안 좋은 일이 있어서 방에 혼자 있어도 가족들이 물어봐 주지 않아서 속상해.,0
3970,아내가 나 모르게 대출을 받았어. 이건 생각하지 않은 일이야.,0
3971,부모님께선 지금 나만 기다리고 계실거야.,3
3972,이젠 누군가를 믿지 못하겠어.,3
3973,파파이스 100여회 내용도 굉장하던데..,0
3974,신입 사원에게 친절히 알려주었더니 나를 졸졸 따라다니면서 모든 일을 물어보는 거야. 정말 성가셔.,1
3975,멋집니당!!,5
3976,회사도 잘리고 돈이 없으니 아내까지 날 무시해. 이제 정말 혼자야.,3
3977,도깨비 끝낫다고 이제 튀어나오네,4
3978,한 시간 기다렸나봐. 다리도 아프고 짜증나!,6
3979,부장니 저도 야구광팬이지만 야구는 따로 즐기시죠??,1
3980,치킨값 너무 비싸다.,3
3981,에이... 안 취했는데? 취한 척 하는 건데?...,4
3982,나는 신나는 음악이랑 재밌는 영화가 좋더라고. 재미있고 신나는 것 좀 찾아줘.,3
3983,그쪽은 내 어디가 그렇게 좋아요? ,4
3984,보리밥에 된장찌개는 현대인의 생활습관이랑 좀 안 어울릴 것 같은데..,4
3985,미안합니다. 계속 절차를 깨서,4
3986,남편 직장동료들이 남편 장례식에 많이 와주고 부조도 많이 해줬어.,5
3987,지용이 연기 기대햇는데 생각보다 너무 로봇 같았어ㅜㅜㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ지용아 미안한데 넌 연기는 아닌 것 같아.....ㅎㅎㅎ..ㅎ,6
3988,줄 거야.. 왜 안줘.,4
3989,"기름 , 전기 .. 뭔가 위험할수도..",2
3990,해피가 집에 없으니까 정말 허전하고 너무 슬퍼.,3
3991,휴가 냈어.,4
3992,일찍 은퇴하는 게 낫다는 아내를 회의적인 시선으로 봤어.,2
3993,부패된 민주주의의 현실....,3
3994,우상호의원님 원내대표축하드립니다.,5
3995,아 근데 너무 욕하고 싶어.,1
3996,너가 추천을 해주니까 정말 맛있는 곳 같아. 친구랑 꼭 가볼게.,4
3997,아내가 일부러 악의적인 감정으로 그런 게 아니고서야 나한테 이럴 수 있을까?,1
3998,그러니까 왜 나한테 부탁을 해애?,1
3999,잔말 말고 무조건 한 시간만 빼서 나가봐. 아무리 바빠도 밥은 먹을 거 아냐?,4
4000,무섭다구.,2
4001,"…그래, 갑자기 입원 기간도 연장됐잖아.",4
4002,맞아. 지금 혼자라 더 불안하고 무서운 거 같아.,2
4003,아내는 왜 싸우기만 하면 과거의 일을 들춰내지? 참 지긋지긋해.,1
4004,추천으로 구입을 하였는데 계속 손해를 보고 있어.,3
4005,짜증나. 그 새끼는 할 일 없으면 집에나 갈 것이지. 왜 나한테만 그럴까? 결혼 못한 히스테리를 나한테 푸는 건가?,1
4006,오늘 은행에서 좋은 일이 있었어. 안심이야.,5
4007,아내가 병이 심해져서 직장도 그만두고 펜션도 처분했어. 마음도 편치가 않아.,3
4008,과중한 업무 때문에 나도 직장을 옮기고 싶어. 하지만 요즘 경기가 좋지 않아서 직장을 구하기가 힘들어.,3
4009,군대에서 날 고생시켰던 고참을 만났어,2
4010,다섯시… 적어야겠다. 혹시 누나 뭐 적을 거 없어요?,4
4011,뭐야...? 거 비상키는 왜 자꾸..,4
4012,관제대모 여론조작 알바들 다 신상공개되고 집단 자살 고고싱,1
4013,저기... 이제 혼자 갈 수 있는데... 고맙습니다.,4
4014,가해자 친구들이 처벌받자 반 친구들이 나에게 말을 걸어주기 시작했어.,5
4015,죽고십나,1
4016,회사가 잘 커가고 있어서 참 기분이 좋아.,5
4017,오늘 회사에 갔더니 내 책상을 뺐더라고. 너무 충격받았어.,3
4018,수업을 듣는 친구들과 시간이 맞지 않아서 혼자 식사를 했어. 외롭고 서럽더라고.,3
4019,집에 있으면 기분이 안좋을 거 같아서 카페에 나와있어.,3
4020,닭근혜도 쓰레기짓한거 맞는데 막말로 역대 전권들 다들 블랙리스트식의 인사및지원했잖아...,1
4021,당장 표기하라 ~~~~~,4
4022,삿포로 맥주 너무맛있다ㅜㅡㅜ,5
4023,아니 지금 가시게요?,4
4024,뭐하는 짓이야?!,1
4025,"유기견 다큐멘터리 봤는데, 책임감 없는 사람들 정말 너무하더라!",1
4026,"야간근무도 15일이나 하고 있지만, 야근수당이 75시간까지만 지급되는 거 알아요? ",1
4027,우리 마누라 때문에 상처를 받았어.,3
4028,생명에는 지장이 없으시대. 정말 다행이긴 해.,4
4029,기사 다시 써야겠네ㄷㄷ,6
4030,주말이라 그런지… 지하철에 사람들이 진짜 많네요.,4
4031,그래요. 내 착각이었어요. 미안해요! 그리고 아주 고마워요. 이렇게 친절하게 찾아와 또 내 하루를 지워줘서! ,4
4032,알았습니다. 쓸지요,4
4033,제가 뭘…?,0
4034,뭐? 이게 씨~ 외우란 숙어는 다 외웠어?,1
4035,무슨 사고였나요?,4
4036,부모님도 너무 힘들어하셔.,3
4037,지인이 내 아내가 병원에서 받아오는 영양제가 효과가 좋은 거 같다고 나눠달라고 해서 환멸 나.,3
4038,"오, 괜찮은데요. 다른 기념품도 있으니까 가지고 나가서 나눠 주면 어때요? 그러면 사람들이 더 모일 것 같은데, 준비해 볼까요?",4
4039, 진짜 이번에 공유 역대급이었고 김고은 헤어져서 울때 나도 같이 펑펑 울었다..,5
4040,세상물정 모르는 박그네가 국민들을 바보.등신으로 생각했구먼~~,6
4041,코로나 때문에 직장 그만둬야 할 거 같아. 정말 당혹스러워.,2
4042,프랑스에 누가 갔을까 ㅋㅋㅋㅋ,4
4043,일주일에 다섯 번 이상은 술을 드시지. 그때마다 사건 사고가 끊이질 않아.,1
4044,나 고민이 생겼어.,0
4045,내 친구가 먼저 취업을 해버리다니 너무 질투나.,3
4046,굳이 저기 가서 시위할 이유가 있나? 노무현 묘 가서 탄핵 대통령 뇌물현이라고 피켓 들고 있으면 그 사람도 맞을 듯.,6
4047,현재 아직도 끝내지않고저랑 헤어지면 그사람에게 간다네요,6
4048,은퇴하니 서글프네.,3
4049,"아니이, 아직 그런거 아니야.",4
4050,원래 알던 사이였어. 고등학교 때 같이 다녔었거든. 같이 안 사니까 그 땐 몰랐어. 이 정도일 줄.,1
4051,이젠 내 나이 때문에 선보자는 데도 없데. 말했다간 욕만 먹어.  ,3
4052,우리 엄마가 자전걸 탄다구?,0
4053,방향제? 근데 안 좋은 냄새에다가 더하면 더 독하지 않나?,6
4054,jtbc 짱이다~,5
4055,아기가 방귀를.엄청 꼇엇거든요,2
4056,내 자식들은 절대로 나를 요양병원에 보내지 않을 거야. 내가 큰 병에 걸리게 되더라도.,5
4057,매번 똑같은 등산 코스를 오르는데 다른 길로 접어들어. 건망증이 생긴 건 아닐까 걱정이 돼.,2
4058,다른 층 사용할려고. 아침부터 엄청 놀랐지.,1
4059,계엄령 선포되더라도 아무래도 힘으로 청와대 들어가야할 것 같은데요..,2
4060,가족들은 다 공부 잘했는데 나는 아니라서 속상해.,3
4061,오늘도 딸 기분이 아주 좋은거 같던데?,4
4062,이번에 타 부서에 비해 실적이 괜찮네. 다행이야.,5
4063,이야기해봤지. 그래도 아무 소용이 없어. 그냥 장난인 줄 아나 봐.,3
4064,별 일은 아닌 것 같던데? 사람이 한 명 쓰러졌었거든.,4
4065,술 마셨는데 계단 오르다가 넘어져서 다쳤어.,4
4066,부모님께서 내 졸업식에도 안 오신대. 왜 난 늘 혼자인 걸까.,3
4067,대박!!! 응원합니다. 박영선의원님,5
4068,상술이 넘치는구나...,4
4069,친구가 로또에 당첨됐나 봐. 십억 벌었다고 은퇴를 하겠대. 많이 부럽다.,0
4070,안돼. 왜 이래?,4
4071,이추운 날씨에 국민들을 밖에 내몰고도 밥이 목구멍에 넘어가드냐.,1
4072,끝까지 간지작살이네. 부럽. . .,3
4073,나는 언제까지 직장생활을 할 수 있을까?,2
4074,"그럼, 연출. 잘 부탁한다.",4
4075,누워봐요.,4
4076,다리가 불편한데도 불구하고 손주와 목욕탕에 다녀왔어. 손주와 함께 가니 재미있었어.,5
4077,세월호 인양및 유가족보상금은 국민적혈세라 아깝고 미르제단 과 삼성물산 제일모직 합병으로 손실된 세금은 개돼지들 돈이라 안아깝고,1
4078,따돌림을 받았어.,3
4079,맨날 밖에 밥 먹을 거 아냐. 그러다 삼촌 속버려. ,4
4080,휴가 때 뭐 했어요?,4
4081,일이 점점 많아져서 잘할 수 있을지 걱정이 되네.,2
4082,상사가 사적인 업무를 지시해서 너무 화가 나.,0
4083, 날은 해뜨고좋은데 미세먼지는 최악 이런데도 애데리고 나다니는 부모는 뭐임?,6
4084,도 얘기 못했는데 나 헤어졌어.,3
4085,그동안 공부만 하고 사회생활을 많이 안 해봐서 대인관계가 힘들어.,2
4086,영업부 자료는 벌써 제가 받았어요. 회의실은 다 확인하셨죠?,4
4087,넌 됐고 다른 애들이나 와서 사과하라고 해.,4
4088,진짜ㅋㅋ첨엔 저게 뭔조합이야?.이랬는데 ㅋ 볼수록 희한하게 어울렸던 다섯명~~^^그동안 잘봤습니당~^^,4
4089,가끔씩 가다가 일하게 됐어. 재밌는 단골손님도 잔뜩 있고. 같이가자?,4
4090,돈뭉치는 필요 없으니까 사고뭉치나 치지나 마세요.,4
4091,딸아이가 취업 후 첫 월급으로 내게 선물을 줘서 기쁘다.,5
4092,병원에서 이제 다 좋아졌다고 이야기를 듣는 순간 눈물이 왈칵 났어.,3
4093,동호회 사람들이랑 같이 있어도 무인도에 홀로 있는 기분이야. 고립되어 있는 것 같아.,3
4094,"아~ 뭐, 내친김에 말이지……",4
4095,"뭐야, 그게. 뭐.. 반장이 한 말이라면 걱정할 것 없겠지.",4
4096,뭐 대충 예상은 했지만요......,4
4097,요즘 애들은 사료 먹고 크나? 뭔 일곱 살이 저렇게 커요- ,0
4098,잠깐만. 나도 중학교 때 같은 주제로 글짓기를 했던 기억이 나거든.,4
4099,어쩔 수 없지. 돈 벌려면 다녀야 돼.,3
4100,마누라 죽은 지 얼마나 됐다고 벌써 젊은 여자랑 바람이 나? 뇌에 주름이 1미리도 안 잡혀 있는 사람 아냐??!!,1
4101,어쩌겠어. 내가 실수한 거니까 깨끗이 치워야겠지.,6
4102,남편이 사귈 때랑 결혼하고 나서의 모습이 너무 달라.,3
4103,오늘 밤에 장례식 하기로 했어.,3
4104,"그래, 자식아, 무시한다, 무시해. 그럼 니가 어쩔 거야, 자식아!",1
4105,미끄러져서 넘어졌는데.. 목이 완전히 어떻게 됐나봐.. 꼼짝을 못하겠어.,4
4106,요즘 다들 왜 이러는지 정말 이해가 안 가.,1
4107,자식... 넌 애비가 맨날 구박하는 거 서운하지도 않냐?,4
4108,화장실은 청소를 해도 곰팡이가 사라지질 않아! ,1
4109,복사는 가능해요. 저 쪽에 있는 복사기 보이시지요? 그거 이용하시면 돼요.,4
4110,왜 나한테만 일을 시키는지 모르겠어.,1
4111,수제비? 저녁에?,0
4112,이렇게 나마 마지막 인사를 대신할게.,3
4113,그래서 그런지 면접보러온 사람들도 금방 그만두셨다고 들었는데..,2
4114,화장실은 청소를 해도 곰팡이가 없어지지 않아! ,1
4115,아무 준비도 안 돼 있는데 회사에서 구조조정을 한다네. 어쩌지? ,3
4116,농심도 일본보내라,1
4117,나도 카레 만드는 거 가르쳐 줘.,4
4118,남아유언 황천금? 아!! 남아유언 황천금!,4
4119,"아, 완전 맘에 들지!",5
4120,아무 대책도 없이 저지르신 거예요? 그 사람 전치 12주래요~ 전치 12주면~ 하~ 지금 인터넷에 선생님 사진으로 다 도배된 거 아세요? 하루 종일 검색어 1위구요~ 선생님 이미지 완전 끝장났어요~,4
4121,갑자기 헤어지자고 통보했어.,3
4122,아내가 쌈짓돈으로 내 도박빚을 해결해 줬어. 고맙지만 미안한 마음이 더 커.,0
4123,기억하냐?,4
4124, 지금도 위에서는 북한이 호랑이처럼 눈을 부릅 뜨고 우릴 사납게 노려보고 있소이다.,2
4125,요실금이 있어서 처리할 때마다 함께 다니는 사람들 보기가 너무 창피해.,0
4126," 그래도,,어떻게 그냥 와요..",4
4127,난 무조건 지가 다 그려야 지그림이란 주의‥,4
4128,덕배 is 아주 쩔어,5
4129,너 밖에 없어?,4
4130,"그럼요, 이 아이 정도면 탈 때 불편하진 않을 거에요.",4
4131,재수까진 괜찮은데 삼수까지 한 자식들 학비 대느라 허리가 휜다. 힘들다.,2
4132,스트레스 때문에 어제 병문안 온 딸과 아들에게 성질을 내고 말았어.,1
4133,오늘 최종발표를 마쳤으니까 이제 완전히 끝난 거야!,5
4134,"네, 아빠!",4
4135,남중국해에서 한번 큰일날삘이다,2
4136,와 직장인으로서 7천만 연봉이었는데 지금 다 버리고 1천만 연봉 배우..,0
4137,출판사 차리실려구요?,4
4138,진짜요? 그거 어디서 난 정보예요?,0
4139,혼자 술먹으러 왔을 정도면 기분좉같았을텐데거기에 OOOㅣㄴ들 시비까지ㅜㅜ연예인이라 고생많다,3
4140,다 그만하고 싶어. 정말 짜증이 나.,1
4141,수술 후 상태가 많이 양호해졌어.,5
