,Sentence,encoded_label
3688,아니 지금 정전인지 모르겠는데 엘리베이터에 불도 안 들어와.,2
3689, 언제가 될지 모르지만 머지않아 그렇게 될것입니다.,2
3690,오늘은 치즈김밥 줘서덕분에 먹으면서 아침 맞이했다.,5
3691,정말 열심히 건강을 위해 운동했는데 갑자기 사고가 나서 사망하게 되면 너무 억울할 것 같아.,3
3692,저기요? 내 말 안들려요? 저기요?,4
3693,지진??,0
3694,맞아. 다른 회사 빨리 준비해야 하긴 해.,3
3695,일주일에 5일은 기본이야.,4
3696,혹시 바둑판 세로 길이가 얼만 줄 아십니까?,4
3697,엄마마저 세상을 등진 뒤에 세상에 나 혼자 남은 거 같아서 버려진 기분이야.,3
3698,밤마다 클럽에서 노는 직원이 오늘도 초췌한 모습으로 앉아있어. 한심해.,0
3699,친구들이 날 불러 놓고 자기네끼리 먹은 음식을 나에게 계산하게 했어. 소외된 거 같아 슬펐어.,3
3700,"아침에 일어나서 화장실에 씻으러 갔는데, 화장실 바닥이랑 세면대에 토가 있어서 깜짝 놀랐어. 씻지도 못하고 나와버렸어.",6
3701,아빠가 어제 또 다치셨어.,3
3702, 재수강을 유도하는 돈독오른 교수놈이 있을까,1
3703,나 갇히게 된 거 같아서 무서워.,2
3704,당신 요즘 같아선 뭘 해도 하실거 같네요. 저 놀라고 있어요.,4
3705,아니. 밥 먹다가 갑자기 쓰러지는 거야. 인사도 못하고 그냥 떠나버렸어.,3
3706,"……그러고 보니 나, 너한테 초콜릿 준 적 있었나?",4
3707,나 이제 자유롭게 하고 싶은 것 다 하면서 살 거야.,5
3708,아이들 교육비 때문에 모아 놓은 금액이 적은 건데 아내는 저축한 돈이 부족하다고 불만이야.,3
3709,무신 닥그네 맹박이소새끼 이런거나 가르치고 다 쓸어버려야,6
3710,학교 홍보 모델 뽑는다는 공고 봤어? 조건을 보니까 딱 네가 하면 좋을 것 같더라. ,4
3711,껄껄. 그건 몰랐네.,4
3712,"맞아. 보통 고양이가 버려져 있으면 못 본 척하잖아. 전입생도，떠맡은 거면서 요 한 달 동안 잘 돌봐주고 있고. 기상시간을 당겨가면서 도시락까지 만들고，빵을 달라고 하면 주고, 사고 치면 달려가고……. 나라면 그런 노력은 안 해. 네가 무슨 사람들올 위해 뛰는 정의의 히어로냐?",4
3713,"어, 짜장면에서 벌레 나왔다.",6
3714,요즘 신종 코로나 바이러스가 유행이잖아. 그거 때문에 너무 걱정이야.,4
3715,사는 게 넉넉하지 않아서 그런지 아직도 남이 다가오면 꺼려지는 마음이 있는 것 같아.,1
3716,야. 니가 사시에 어떻게 붙었는데. 그 소리가 그렇게 쉽게 나와?,4
3717,"아, 작가, 난데.",4
3718,너무 축하드려요~,5
3719,완전 축하요,5
3720,정말 감사하네요. 안 잘라 주셔서.,1
3721,요즘 학생들은 미친 거 같아. 어제 우리 어머니가 학생들한테 맞아서 병원에 갔어.,1
3722,제 처지가 지금 제목대로 이제 백수되기 일보직전입니다.,3
3723,됐어요 혼자서 충분해요.,4
3724, 유럽식 느낌이 물씬~캐나다시내는 정말 멋진 곳이군요.,0
3725,"오지마요, 쏠 거니까.",2
3726,내일부터 지각 하지 마세요!,1
3727,세상 모두가 남녀 커플이면 재미없잖아요. 솔로도 있고.. 친구도 있고..,4
3728,술.담배끈고 식단조절하고 운동하고 스트레스존니받아도 건강할까요?,4
3729,그렇지만 나한테만 그러는걸?,1
3730,영화도 있어?,0
3731,나는 중소기업에 다니고 있는데 친한 친구는 대기업에 다녀.,3
3732,그럼. 그건 남을 속이는 거잖아. 사람들이 정말 실망 많이 하더라고.,1
3733,얼굴도 잘생기고 정치도 잘하고 우리나라엔 정녕 이런 사람없나요?,1
3734,당뇨로 약을 계속 먹어야 하는데 약값은 걱정하지 않아도 된다고 해서 마음이 놓여.,5
3735,문제가 하나 생겨서요. 한 번 더 부탁을 좀 드리려고요.,4
3736,건강이 좋아져서 너무 신이 나.,5
3737,출산을 맞이하다 보니까 아내에게 감사한 마음이 들어.,5
3738,아..나 있잖아..,4
3739,건강이 나빠서 죽는 것은 너무 화가 나.,1
3740,이번 면접에 떨어진 걸 아시면 부모님이 실망하실까봐 아직 말씀 못 드렸어.,2
3741,우리 짭새들 너무 고생한다고.,4
3742,오늘처럼 손님자리 꽉찬적은 처음이다...ㅠㅠㅠ,5
3743,귀가 후에 남편이 아이랑 놀아주는 걸 귀찮아하는 것 같아서 화가 나.,1
3744,그래. 그동안 친구를 못만났으니까 못다했던 이야기도 하고 재밌게 놀고 와야겠어.,5
3745,보통 어떻게 나누시나요?!,2
3746,애플은 의외로 많이 팔려서 당황하고 삼성은 터져서 당황하네..,2
3747,아니 얘가..,4
3748, 이러면서까지 대학을 통학하면서 다녀야하나요??,3
3749,어?.. 어쩐 일이야?,0
3750,나야 잘 풀리고 있지.,4
3751,내가 다음 주에 시험이 있어. 너무 떨려.,2
3752,안경을 끼면 똑똑해 보일 거란 발상 자체가 멍청해 보이거든……,4
3753,이 친구는 남자친구랑 얼마 전에 헤어졌는데 내 결혼 소식을 알려도 될지 모르겠어.,2
3754,잘 됐어요.,4
3755,됐어..요앞인데 뭐어...,4
3756,얼마 전에 갑자기 쓰러져서 휴가 갔던 아들 내외랑 손녀가 병문안을 왔어.,0
3757,자살시도에 성폭행까지 인생이 파란만장하구나,0
3758,처음 만난 사람에게 어떤 말을 해야 할지 모르겠어.,2
3759,드디어 원하는 회사에 취직했어!,5
3760,"그러고 보니, 너 얼굴이 왜 이래? 싸운거야?",0
3761,댓글들 너무 감사드려요,5
3762,물도 좀 아껴야되겠다 싶어서 변기에 벽돌 넣어뒀어요.,4
3763,내가 다니는 직장도 아내 권유로 입사하게 되었어.,0
3764,앞으로 진로 걱정도 해야 되는데 잘 모르겠어.,2
3765,그래... 편하게 지내자. 쿨 하게. 뭐 젊은 사람들끼리 그럴 수도 있지. 안 그래.,4
3766,나는 잘 하는게 아무것도 없나봐.,3
3767,아...난 또 이혼했다는 줄!!,0
3768,그거 괜찮겠는데?,4
3769,엄마 이 시간에 무슨 화장을 해?,0
3770,아니. 일이 있어서 바꿔 입었어.,4
3771,에휴! 그래 음악이나 들으면서 기분 풀어야겠다. 나는 신나는 음악이 좋아.,1
3772,원래 친구였는데 이렇게 더러울 줄은 몰랐어.,1
3773,다툰 적도 없고 성격도 정말 잘 맞았어.	,3
3774,바보가 누구야? 너 과외선생?,4
3775,나는 꿈이 없어서 어떻게 해야 할지 모르겠어.,3
3776,애들이 다 독립해서 집을 나가니 허무한 마음이 들어.,0
3777,들어가도 돼요?,4
3778,장례까지 생각할 경황이 없었어. 아빠가 곧 준비하시겠지.,4
3779,그냥 답답해서 끄적여봅니다,3
3780,축하해줘. 나 좋은 일이 있어.,5
3781,"와.. 그림 잘 그리시네요. 아니지, 이런 걸 도면이라고 하는 건가. ",0
3782,아내가 나 몰래 계속 물건을 사고 있었더라고. ,3
3783,기네스가 뭐야?,5
3784,그동안 성실하게 저축한 것이 있어서 미래가 안심이 돼.,0
3785,"쪽바리, 짱꼴라,빨갱이들이 비웃는거 생각하면은 창피하고 화가난다",1
3786,이제 두 달 지났어. 하.,4
3787,귀가 어두워서 잘 못 듣는 나에게 아들이 보청기를 사줬어.,5
3788,나만 빼고 잘 되는 꼴을 어떻게 봐!,1
3789,사람 힘들 때 버리는거 아니다,6
3790,그래. 그게 좋겠어. 냄새로는 딱이지.,6
3791,시간이 갈수록 퍼거슨감독의 역량이 빛나보인다.,0
3792,유기견 다큐멘터리를 봤는데 무책임한 사람들 때문에 너무 화가 났어.	,1
3793,"없구만. 그럼 다 같이 가지~ 여기 스카이라운지 스테이크 좋던데~ 어때, 스테이크 괜찮겠어?",4
3794,청문회하면서 오랫만에 사람다운사람보니 반갑네,5
3795,있구나? 그럼 밀어붙여. 선생님이 응원해 줄게.,4
3796,자긴 결혼을 못할거라며 부모님 도움 받지않을거라던 사람이..무슨 사정이 있는지는 모르겠지만...,2
3797,요즘은 냄새맡으면 더배고파지는거같아요ㅠㅠㅠ,3
3798,근데 몸은 괜찮은 것 같아.,2
3799,저녁 먹었어? 저녁이나 같이 먹을까?,4
3800,그래도 오토바이를 훔친 거는 범죄잖아.,4
3801,언제요?,0
3802,우리 만난 지 백일이잖아요. 좀 있음.,4
3803,오늘 만 보나 걸었어.,5
3804,진짜 기분 안 좋아. 이걸 어떻게 하지?,6
3805,청소아줌마가 사이다~~~~~,5
3806,전율이 ㄷㄷㄷㄷ 믿을수없어 ㅠ 고마워요 슈돌,5
3807,네? 아니 어떻게 그런 일이 있죠?,0
3808,가족 때문에 걱정돼.,2
3809,그래. 그거라도 사야겠다.,1
3810,지금 남자친구 군대가 있는데이제 229일남았는데..,3
3811,쥐꼬리만한 월급에 서울에서 점심까지 사먹으려니 등골이 휘네요 ㅠㅠ,3
3812,아는 지인이 소개 시켜줘서 시작했는데.,3
3813,신문을 보니까 지바 롯데가 이병규 선수 영입을 추진하고 있다고 들었습니다.,0
3814,친환경 재질로 바껴서 맥주 값이 오른다면 난 올라도 사먹을란다. 사람이 미안해 얘들아 ~,3
3815,약속이 있어서 친구 기다리고 있는데 아직 안 왔어. ,1
3816,나 어제 엄청 무서운 일을 겪었어!,0
3817,드뎌~완전 기대기대~^^,5
3818,월말 결산으로 야근하고 있어. 다른 직원들은 퇴근하고 나 혼자서 일하려니 쓸쓸한 생각이 드네.,0
3819,이런적은 처음이라 당황스럽네요...,2
3820,이제 슬슬 여자친구와 결혼 생각을 해봐야겠어!,5
3821,퇴직하고 작년부터 휴게소에 가게를 내었는데 장사가 안돼. 어떡해야 해?,2
3822,친구가 심근경색으로 쓰러져서 너무 충격 받았어.,3
3823,나 요즘 우울해져.,0
3824,콩나물 별로 안 좋아해서.,4
3825,가끔은 선생님도 학교가기 싫을때가 있어.,3
3826,나 결혼하기로 결심했어.,5
3827,아뇨..제가 왜 화가 나요.,4
3828,모르겠어. 아무것도 하기 싫고 그냥 우울해.,3
3829,"어머, 굿 하나 봐요?",0
3830,왜 그렇게 살았는지 후회스러워.,3
3831,딸이 다이어트 한다고 밥은 안 먹으면서 군것질 하는 모습을 보면 화가 나네.,1
3832,모르겠어. 그냥 다 구독자들 떨어져나가 나가니까 사과하는 건지 진짜로 사과를 하는건지.,1
3833,내일 또 친구결혼식이 있어. 나는 언제쯤 결혼할 수 있을까?,0
3834,많이 쉬시지도 못하고. ,4
3835,그나저나 삼성은 임대한 김기태는 보호해랴 하는거 아닌가 ????,4
3836,친구랑 만나기로 약속을 해서 기다리는 중인데 친구가 아직도 안 와.,4
3837,지금은 집이야.,4
3838,생각만 해도 토할 것 같아.,6
3839,나도 잘 모르겠어. 크게 싸운 적은 없었는데.,3
3840,이번에 다시 얘기해보고 그리고 결정해야겠어.,4
3841,청각 장애를 가진 내 친구는 마스크를 써야 하는 요즘 많은 불편함을 느껴.,3
3842,강남역에서 만나기로 했는데 뭘 먹을까?,4
3843,나 정말 고민이 있어.,3
3844,안그래도 쉴려고.,4
3845,요즘 남편을 대할 때 더 편안해진 느낌이야.,5
3846,는데 무슨 사진이야. 안찍었지.,6
3847,아우 아니예요. 걸어가면 되요.,4
3848,다예상했던거아닌가?,4
3849,그래 그것도 좋은 방법인 것 같아.,5
3850,어쩔 때 보면 내 마누라 안 같다니까.,4
3851,아뇨. 미국 가면서 연락 끊겼는데요. ,4
3852,싫어하는 선배가 자꾸 다른 사람들에게 나를 좋아한다고 말하고 다녀. 당황스러워.,0
3853,만날 때마다 한번씩 얘기하고 한달 전에도 얘기했었고. 근데 고칠 생각이 없는거 같애. 나도 이제 그냥 늦게 나올 거야.,6
3854,아이가 오늘 크게 다쳐서 병원에 왔어.,3
3855,직장에서 업무가 너무 많아서 머리가 아파.,3
3856,"아니, 내가 군대가서 연락도 잘 안되고 그러다보니까 조금 소원해졌는데.",3
3857,샀을 때보다 많이 떨어져서 정말 고민이 돼.,3
3858,그럼...고졸 아니라고 하고 중학교도 조사..하자.,4
3859,나도 이제 다 컸는데 자꾸 엄마가 애취급 하니까 부끄럽고 민망해.,0
3860,역대급 긴장감이 도네 뭐라도 터지겠다.,2
3861,영화는 죄다 속편아님 리메이크 근데 가격은 더 올랐다고?,1
3862,개인적으로 연금보험을 들어갔는데 내가 모르고 해약을 해버렸어.,2
3863,어제 가족들이랑 크게 다퉜어. 내가 예고 가고 싶다고 했더니 헛바람 들었다고 안 된다고 하더라고.,0
3864,댓글 감사합니다^^,5
3865,바리깡으로 미는 사진 보니 원빈이 얼마나 잘생긴건지 알 수 있네요...,5
3866,내일 친구를 만나는데 뭘 먹을지 모르겠어.,4
3867,남자친구랑 대화가 안 통해서 너무 힘들어. 그만 만나고 싶어.,3
3868,진짜... 고마움을 모르는 분이시네!,4
3869,여전히 입맛에는 안 맞으시는군요. 내일 떠나세요?,4
3870,"너랑 이사님 찢어진 거 나 기뻐해야 되는데, 기쁘지가 않아. 널 아니까, 이사님이 끝났다고 너까지 끝났다곤 생각 안하니까. 나 너 꼴통인 거 아니까.",4
3871,"물파스? 우, 시원하다. ",0
3872,.... 네. 그래요. ,4
3873,내가 좋아하는 인플루언서가 하는거야.,5
3874,다행히 별 일 없이 넘어갔어.,0
3875,목숨 빚을 달달한 로맨스로 갚으라고 하셨다고. ,4
3876,그냥. 요새 무슨 일을 해도 잘 안 되네.,3
3877,가끔씩 산책하면서 우울한 기분을 털어내야겠어.,4
3878,술 취해서 친구에게 헛소리를 늘어놓은 모양이야.,3
3879,근데 왜 이번주 오니까 다시 그런걸까요....,2
3880,말려도 소용없어서요. 그리고 여행은 아니고 휴양 차.. 거기 친구 분이 사세요.,4
3881,항암치료도 비싼데 이번에 남편이 무당한테 이상한 약을 사왔대.,2
3882,화장실 갔다가 토를 보고 엄청 놀랐어. 토를 보고 나니까 속이 너무 울렁 거려.,0
3883,외압에 흔들리지 않는 강력한 지도자,5
3884,"참, VIP 명단 다 확인하셨어요?",4
3885,아! 쓸데없는 소리 하지 마. 복 날아갈라!!,1
3886,전염병 확진자 나온 강남.,2
3887,트럼프 임기다 못채우고.,4
3888,학교에 원하는 동아리가 없어서 동기들과 같이 새로 만들었는데 지원금도 나올 것 같다고 하더라고.,5
3889,내일 비소식이 있대? 비가 많이 온대? 사무실에 우산은 없어.,4
3890,니 말은 콩으로 메주를 쑨다고 해도 안 믿어,6
3891,한참뒤에 연락왓다면 얼마나사겼고 헤어지고 얼마뒤에 연락 왓나요?,2
3892,엄만 아빠랑 어떻게 결혼한거야? 엄마 성격상 도저히 아빠같은 사람은 안 좋아했을 거 같은데..둘이 어떻게 만났어?,4
3893,아. 힘들어. 너무 힘들어.,1
3894, 언제 띄고 언제 밟아야 돼는지;;,2
3895, 딱하나 불편한게 기본요금 거리 가까운 곳 갈때.,2
3896,두 달이 지났는데도 정리가 잘 안 돼.,3
3897,이런 건 뭐 놀랍지도 않다 군인분들 힘내시길 닭잔치하시겟넹..,1
3898,응. 그게 좋을 것 같아.,4
3899, 회사에서 혼났어. 결재를 올렸는데 너무 못썼나봐.,6
3900,그런 식으로 말하는 게 진짜 실례야. 네가 어제 친구도 연인도 있어본 적이 없다고 말했잖아. 그래서 혹시 혼자 좋아한 사람쯤은 있었나 물어본 건데.,4
3901,선수처럼 잘 하는 건 아니고 그냥 내 기록만 단축되었다고.,5
3902,해피가 너무 오랜만에 신나서 막 달려가다가 줄이 갑자기 끊어진거야.,0
3903,아버지는 참.,4
3904,역시현대답다고할수있네,0
3905,얼른 내다버릴려고.,6
3906,그럼요. 꼭 갈게요.,4
3907,꼬리자르기 리액션은 안 통한다 검찰아,1
3908,어차피 죽을텐데 왜 사는지 모르겠어.,2
3909,와! 짜장면에서 벌레가 나왔다!,6
3910,정말 너무너무 감사드려요..,5
3911,20명만 넘겨도 교섭단체인데 뭔 실패??,0
3912,얼마 전에 싸운 친구한테 연락했는데 답장이 없네. 뜻대로 되지 않아서 마음이 안 좋네.,3
3913,"내가 좋아하는 인플루언서가 좋아하는 이벤트가 있었는데, 거기에 당첨되었어.",5
3914,나 병원에 가면 의사선생님한테 매일 꾸지람 들어.,0
3915,차들이 다 큰 사고를 당한 것 같더라.,4
3916,나는 딸이 피아노를 배웠으면 좋겠는데 딸은 자꾸 격투기 학원을 가고 싶어 해.,0
3917,과학자들이 저렇게 미개하니 거머리들이야 과학자들 발바닥 때만도 못한 수준이니 말 안해도 알겠지?!!!!!!!,6
3918,"내 생각이 옳다면, 차라리 횡령을 한 편이 오히려 귀찮은 일이 적었을 걸세. 유감스럽게도 말이지.",4
3919, 기자가 자판을 어떻게 두들기느냐가 중요하지요.,4
3920,내가 그렇게  싫어나?,3
3921,그 친구는 항상 얻어먹기만 하고 한 번도 사는 법이 없어. 짜증 나.,1
3922,범죄를 조장하네 진짜!!!!,1
3923,"너를 어떻게 할까 정말 고민 많이 했는데.. 널 임마, 내가, 용서해주마.",4
3924,나 드디어 구매한 노트북이 오늘 도착한대.,5
3925,혼자 가라니까 ! ,1
3926,다치진 않았지만 힘들어 하는 거 같애.,2
3927, 산부인과는 다음주에 가볼생각인데 막 병걸린건 아니겠죠....?,2
3928,원래 그냥 가볍게 아는 친구였어.,4
3929,그거야 저도 모르죠,4
3930,자칭 필요악의 대부분은 그냥 악이야.,4
3931,일찍 병으로 사망한 아내의 보험금을 차마 쓸 수가 없어.,3
3932,누군가 싸우는 지 말리고 있는 것 같아 사람들이 너무 많아.,4
3933,오래 사귄 남자친구가 청혼했는데 아직 대답을 못 했어.,2
3934,후우….,4
3935,주말에 나간 마라톤에서 기록 갱신했어!,5
3936,아니 꼭 그런 건 아니지.,4
3937,친한 친구를 다른 친구가 자꾸 괴롭혀. 가만두지 않으려고.,1
3938,ㅋㅋ 10초쯤에 나오는 코트 돌리기 귀엽네욤. ㅋ..,5
3939,"그, 그래…….",4
3940,오늘 한번더 보낼려는데 뭐라고 보냴까요.......,2
3941,어. 한 달 동안 고생한 결과야.,5
3942,"아니, 완전 초기화되거든?",4
3943,솔직히 1박2일 지킨건 김종민이지..,4
3944,누구야? 오빠 여자 생겼어?,4
3945,아니 무슨 일방적으로 약속을 바꾸는데?,1
3946,생명에 지장은 없으셔. 치료는 받아야 되고.,3
3947,내가 동사무소에서 돈 타다 너 줄께! 그러면 되지 않냐?,4
3948,직장 스트레스가 이만저만이 아니네. 머리가 아프다.,1
3949,내가 아프다는데 처치를 안 해줘.,5
3950,...여긴 왜 왔어?,0
3951,의사가 나한테 시간이 얼마 안 남았다고 마음의 준비를 하래. 충격 받아서 눈앞이 깜깜해.,3
3952,나 지금 가족들 때문에 너무 혼란스러워.,2
3953,그래도. 혼자 있는 시간이 더 길어지면 안 될 텐데...,4
3954, 둘중에 누구 만남?,0
3955,선생. 우리 감식초도 사먹으면 안돼? 감식초도 먹자. 응?,4
3956,그럴까? 그냥 집에서 빈둥거릴까?,4
3957,안경점에서 맞춘 안경이 돋보기안경인데 눈이 콩알 만해져서 우스꽝스러워. 난 노안이 아닌데 말이야.,3
3958,"아니, 그.. 먼저 가도 상관 없는데..",4
3959,국민들도 일심동체...염병하네..!!!,1
3960,나는 그만 연애를 포기하려 해. 결혼까지 이어지기엔 나도 그도 너무 부족해.,3
3961,지금 하는 일 끝나면 생각해 볼라구요.,4
3962,그러니까 얼른 치워야겠어. 냄새가 심해!,6
3963,저녁 먹은 지 얼마나 됐다고 또 뭘 그렇게 먹어? 하여튼 맨날 먹어. 맨날.,4
3964,아니야 그냥 내 기록 단축 시킨 거야.,5
3965,여긴 학교가 아니야. 지옥이야.,4
3966,"나 내일 약속 있는데, 괜찮을까?",2
3967,파혼이 창피해서남들 시선 의식해서남부끄러워서파혼하고싶은데도 참고 결혼한다고?,2
3968,잠이 안와.,4
3969,다들 힘들지. 충격이 많이 큰 것 같아.,3
3970,ㅋㅋ진짜.돌아가는 꼴 보아하니 라도는 배역의 땅이라는 말이 진짜 맞다,1
3971,"으음, 가끔 회사에서 갖고 오는 거 봤어요. 아, 월급날 같을 때. 와아, 아빠 굉장해. 월급 이렇게 많이 받았었구나…….",4
3972,추위와 생계를 동시에 걱정해야하는 안데스 주민들 안타깝네요...,3
3973,"그렇게 조급한 마음이 오히려 치료를 방해합니다. 요즘 뭐 스트레스를 많이 받았다거나, 무리를 한 일이 있나요?",4
3974,이제 대학교 삼학년인데 아직도 진로로 고민하고 있어. 나 너무 한심해.,0
3975,어 나가려던 참이야.,4
3976,나 요즘 매일 헬스장에 가서 운동 열심히 했더니 피곤한 줄 모르겠어.,5
3977,업무 외적인 이유를 구실로 승진을 하지 못하게 되었어.,3
3978, 뇌와 몸을 써 먹고 살아라?,0
3979,진짜 여기서 자요?,4
3980,코로나 관련주 얘기야.,3
3981,그래도 애 앞에선 안 피우잖아요. 신경 쓸 댄 쓰는 거죠?,4
3982,주식 가격이 계속 떨어지고 있어서 손해를 보고있어. 너무 속상해.,3
3983,오늘 포수 유강남의 역전 투런 홈런과 허프의 7이닝 1실점으로 배터리들의 활약이 가장 돋보였다!,5
3984,어 지금은 조금 진정 됐어.,0
3985,아내가 잠이 와야 한다며 하루에 반병씩 꼭 술을 먹어서 불안해.,2
3986,자식은 평생 짐이라더니 아들 뒷바라지에 마음 편히 아플 수도 없어.,2
3987,"달리는 동안에은 너무 지치고 힘들었는데, 결승선을 통과하는 순간 기분이 엄청 좋았어.",5
3988,"아으, 누가 화장실에다 토하고 안치웠어. 아, 아침부터 더러워.",6
3989,국격을 바로 세우기 위해서 본국으로 소환하여 극형에 처해야 한다.,1
3990,엄마! ,4
3991,등산하다가 만났어.	,4
3992,곧 은퇴를 하는데 독신이라 이제 나만을 위해 살 걸 생각하니 마음이 편안해.,5
3993,당연히 혼자 있으니까 엄청 무섭지!,2
3994,선생님께서 오늘 내게 반장선거에 나가보는 게 어떠냐고 따로 불러 말씀하셨어.,5
3995, 특히 학교에서 신체검사가 잇는날이면학교를 가고싶지않습니다.,3
3996,시답지 않다니. 어젠 진짜 중요한 일로 들렀단 말이야.,4
3997,돈을 넉넉히 모아두지 못해서 자식들에게 굉장히 미안해.,0
3998,난 내 동창들이랑 있을 때 제일 마음이 편해. 말하지 않아도 통하는 그런 게 있거든.,5
3999,그래야할 것 같아.,1
4000,알았어 해피랑 산책하는 시간도 많이 가져 볼게.	,4
4001,버렸어!,4
4002,다른 사람들 시선이 그렇게 중요해요?,3
4003,누나가 아끼는 전자기기를 꼭 써보고 싶어서 조심스럽게 누나에게 말해봤어.,2
4004,남편 없이 세 남매를 키웠는데 자식들은 다 떠나고 남은 것은 병든 몸밖에 없는 것 같아서 너무 불우해.,3
4005,"선배님, 전화예요.",4
4006,난 기관지염이 있는데 노인정에서 담배를 피는 박 씨 때문에 괴로워.,3
4007,아이스크림. 먹어 봐.,4
4008,최악엔 토트넘 소속으로 K리그 상무로 임대이적 하는방법도 ㅋㅋㅋㅋㅋㅋㅋ,4
4009,룸메와 너무 자주 싸우게 돼. 정말 지저분한 거 같애!,3
4010,공부만 하다보니까 친구들을 사귈 여유도 없고 그래서 주변에 친구도 없고 너무 외로워.,0
4011,  이제 하반기인대 어떤걸 준비해야될까요ㅜ,3
4012,코로나 바이러스로 직장동료가 사망을 했다는 소식에 정신이 마비된 느낌이야.,3
4013,윗물이 맑아야~아예 썩었으니~~,4
4014,그래. 나도 그럴 생각이야.,3
4015,고마워. 너도 무슨 일 생기면 바로 병원으로 가야 돼?,2
4016,요즘에 어떤 개 또라이같은 새끼들 존나 많잖아. 그 새끼들 때문이야.,4
4017,대기없도 사기쳐야 먹고산단다,4
4018,그런 부분도 조금 있는 것 같아.,1
4019,얼른 잊어버려야지. 어쩜 이렇게 매너가 없는 사람들이 있지? 입맛도 없다.,6
4020,"얼굴,실명공개후 양쪽 발목에 전자발찌 채워야함",6
4021,친구랑 대화하다가 다른 친구에 비밀을 말했어. 내가 왜 그랬는지 너무 한심해.,0
4022,맞아. 무기력증인 거 같애. 한동안 정말 회사 땜에 바빴거든.,3
4023,비슷하긴 커녕 멀어졌어,4
4024,응. 안그래도 지금 바람 쐬러 나갈려고.,3
4025,예전부터 느껴서 힘들어. 나는 기분이 안 좋으면 남편한테 엄청 툴툴대.,1
4026,"이게 왜 니 침대야, 엄마 딸 침대지.",4
4027,아..전뭐해먹고어떻게살아야할까요?,2
4028,룸메이트가 방을 지저분하게 사용하고 방 청소를 안 해. 그래서 방 청소 문제 때문에 매번 싸우게 돼.,1
4029,자식들이 우리 노후에 힘든 일이 있을 때 도와주겠다고 해서 기뻐.,5
4030,회사는 내가 불의의 사고로 퇴직하면 삼 년 동안은 책임지겠다고 했으나 약속을 지키지 않았어.,3
4031,정신이상자명단에 한명추가요~~,4
4032,동생이 너무 싫어. 혐오스러울 정도야.,0
4033,"달 전에 룸메이트에게 진지하게 이 문제에 대해서 이야기 해봤는데, 잘 안 된 거 같애.",3
4034,에? 다시 내려 간다구요? ,4
4035,그러게 찔리는 결혼을 왜 해?,4
4036,하루종일 앉아서 일하니깐 어쩔 수 없어. 요즘 좀 바빠서 조금만 일할 수도 없고. 정말 걱정이다.,3
4037,그것도 괜찮은 것 같아.,4
4038,"그래서, 왜 너까지 여기 있는 건데?",4
4039,삼주가 너무 긴시간이고 꿈이엿으면 깨고싶고힘들어요,3
4040,헤어진지는 두 달이나 넘었어.,3
4041,이제부터 어떡하지?,4
4042,"공유가 너무 멋있게 나와!!!!""ㅋㅋㅋㅋ",5
4043,남자 친구에게 아이를 낳을 생각이 없다고 했더니 파혼을 당해서 마음이 아파.,3
4044,속도에 눈먼 인간들이랑 100km이상 못밟는 김여사들 때문에 난리나겠군,0
4045,커피까지 마셨다며!,4
4046,냉장고에 반찬이 조금 남아있고 쌀은 거의 떨어졌어!,2
4047,이러다 너도 쓰러지겠어. 우선 밥이라도 먹고..,3
4048,"너, 진짜야? 진짜네. 너 지금 그럼 귀신이야?",0
4049,살이 너무 쪄서 건강이 안 좋아져서 다이어트를 하고 있는데 나를 유혹하는 친구들이 실망스러워.,3
4050,아내 병 치료 때문에 사채를 쓰기는 했지만 이자를 너무 받아가니까 혐오스럽네.,0
4051,여자친구가 데이트할 때마다 잠자리를 너무 원하는데 그럴 때마다 내 입장이 난처해.,1
4052,나이는 육십이 넘었는데 빚도 많고 노후대비가 잘 안 되어 있어 힘들어.,3
4053,옆 환자가 시끄럽게 굴어서 내가 한 소리했어. 스트레스 받아.,2
4054,진짜 조정석 진짜 얄미웠다,6
4055,특검 믿음직하지 말입니다. 박근혜 이재용 수사 제대로 하고 있지 말입니다,5
4056,노인정 박 씨가 우울증을 앓고 있었다는데 나는 아무것도 몰랐어. 충격적이야.,3
4057,떨어진 내 주식이 회복할 수 있었으면 좋겠어.,3
4058,우리 아빠 어제 또 사고쳤어!,1
4059,연애하고 있는데 매번 싸우기만 하고 연애 초기 때의 좋은 감정이 사라지는 것 같아서 괴로워.,3
4060,여자친구랑 같이 뛰었어.,5
4061,내 기분이 나아지지는 않지. 알았어. 경찰 비하 안 할게.,4
4062,오늘 회사에서 제일 친한 동료가 퇴사했어. ,3
4063,다른 군대아니고 해군이라서 좀 편하겠지란 생각이 있긴하지만그래도 엄연한 군대 ㅠㅠㅠㅠㅠㅠㅠㅠ,3
4064,"그렇게 배고팠어? 그럼, 빨리 먹을까?",4
4065,뭐래 우리나라 대형트럭에 매연나오는거 법적조치 없는거 알긴 알고있냐,6
4066,이거 어떻게 해야될지 잘 모르겠어. 어떻게 따져야되나?,6
4067,북한사형당한 장성택 김기춘 둘이생긴것이 똑같네,6
4068,학교 가는 게 너무 싫어. 내가 뭘 가져가기만 하면 뺏어.,2
4069,김태균보다 낫지않나. .?,4
4070,"아. 이런, 남은 게 구두교환권밖에 없다는군요. ",4
4071,하아...주먹으로 명치를 세게 때리고 싶다.,1
